Open,High,Low,Close,Volume
91473.43,91980.0,91144.08,91276.33,1649.50066
91276.33,91461.01,91001.0,91148.02,848.76047
91148.02,91220.0,90224.02,90464.08,1548.38508
90464.07,91228.58,90357.0,91042.94,1152.06439
91042.95,91241.46,90616.0,90714.26,692.68474
90714.27,91271.65,90702.73,91236.0,895.46765
91236.0,91529.0,91163.9,91428.0,835.04934
91428.0,91816.28,91248.01,91528.0,1005.5469
91528.0,91891.8,91238.09,91877.0,968.00577
91877.0,91980.0,91598.5,91959.11,951.70937
91959.11,92000.0,91600.0,91620.01,968.54265
91620.0,91781.0,91400.03,91780.99,766.0414
91780.99,91950.0,91200.0,91694.38,1510.11782
91694.37,91916.24,91485.04,91750.77,780.59382
91750.78,91842.89,91524.0,91652.02,674.19361
91652.01,92500.0,91652.01,92467.99,3004.42435
92467.99,92788.0,91044.15,91142.28,4201.52317
91142.27,92381.0,90975.8,91824.0,3721.67107
91824.0,92446.0,91500.0,92391.99,2896.00963
92391.99,92628.9,92147.12,92553.79,1569.18552
92553.78,93265.8,92339.26,92853.76,3497.84889
92853.75,93856.0,92711.5,93646.15,4048.37561
93646.16,93905.51,93060.0,93227.87,2335.36728
93227.87,93571.08,92165.05,92458.0,2443.65539
92457.99,92748.0,91800.0,92196.82,2004.44288
92196.82,92424.25,91320.0,91826.19,1602.60407
91826.19,92333.77,91585.3,92310.79,1134.9215
92310.8,92418.68,92000.0,92044.19,764.92352
92044.18,92284.53,91720.0,91976.79,1087.89177
91976.79,92028.74,91580.0,91748.0,902.70195
91748.0,92066.66,91500.0,92039.99,1340.70675
92039.99,92271.71,91850.0,92121.21,761.92254
92121.21,92516.0,91958.56,92505.47,752.93639
92505.47,92654.93,92352.59,92372.95,756.29573
92372.95,92851.09,92300.0,92850.38,1206.02389
92850.38,93333.33,92720.0,93200.0,1862.07171
93200.0,93669.98,92970.0,93100.01,2098.04798
93100.01,93520.0,93009.98,93278.5,1040.10863
93278.5,93614.98,92808.0,93454.65,1216.52056
93454.65,93750.0,93314.49,93531.95,1707.24079
93531.95,94585.23,93531.94,94382.88,3912.450982
94382.87,94750.0,93828.0,94627.41,3797.49185
94627.41,94807.62,94050.0,94739.97,3285.36081
94739.98,94831.97,93316.0,94048.0,4089.13579
94048.0,94338.99,93594.31,93916.34,2014.91043
93916.34,94272.35,93138.0,93684.0,3071.47167
93684.0,94000.0,93240.12,94000.0,1585.58901
94000.0,94599.98,93801.45,94271.99,2158.5685
94271.99,94500.0,93900.01,94365.92,1238.86975
94365.92,94490.0,93933.62,94160.55,783.67613
94160.56,94286.56,93770.07,94286.56,768.28158
94286.56,94925.66,94194.62,94709.61,1763.85139
94709.62,94977.0,94596.0,94702.49,1081.29502
94702.48,94757.57,94040.0,94404.13,1830.66755
94404.14,95904.0,94400.0,95798.12,4663.243545
95798.12,97662.36,95798.11,97554.22,6002.610885
97554.22,97852.0,96692.0,97328.0,3455.114864
97328.01,97400.0,96800.01,97004.02,2285.57976
97004.03,97384.62,96912.0,96912.01,1476.87831
96912.01,97155.01,96723.96,97107.99,1545.04117
97107.99,97699.76,97024.0,97613.24,2081.15425
97613.24,97787.49,97272.18,97756.0,2493.73347
97756.0,98384.86,97729.77,97974.99,3928.97214
97975.0,98250.0,97300.0,97317.93,3107.00439
97317.93,97743.85,97019.94,97512.01,3423.76352
97512.01,97681.43,96521.73,97042.86,4537.05169
97042.85,97124.29,95600.0,96672.0,5782.29938
96672.0,97400.0,96276.69,97147.99,3483.6233
97147.99,98055.99,96927.42,98048.65,2134.39526
98048.65,98437.5,97668.0,98280.01,3337.47257
98280.02,98988.0,97721.96,97829.83,4054.290003
97829.84,98686.86,97608.18,98118.16,2217.62903
98118.16,98200.0,97533.18,97973.8,2003.47663
97973.81,98430.23,97850.0,98356.0,1163.29668
98355.99,98723.65,98305.34,98317.12,1375.91567
